1, 2000-01-02 18:48:05, 2000-01-03 18:48:05
2, 2001-01-02 18:48:05, 2001-01-04 18:48:05
3, 2012-01-02 18:48:05, 2013-01-02 18:48:05
4, 2013-01-02 18:48:05, 2013-01-07 18:48:05
5, 2013-01-07 18:48:05, 2014-01-08 18:48:05
6, 2015-01-02 18:48:05, 2017-01-02 18:48:05
7, 2013-01-02 18:48:05, 2018-01-07 18:48:05
8, 2018-01-07 18:48:05, 2019-01-08 18:48:05
9, 2000-01-02 18:48:06, 2000-01-03 18:48:06
10, 2001-01-02 18:48:06, 2001-01-04 18:48:06
11, 2012-01-02 18:48:06, 2013-01-02 18:48:06
12, 2013-01-02 18:48:06, 2013-01-07 18:48:06
13, 2013-01-07 18:48:06, 2014-01-08 18:48:06
14, 2015-01-02 18:48:06, 2017-01-02 18:48:06
15, 2013-01-02 18:48:06, 2018-01-07 18:48:06
16, 2018-01-07 18:48:06, 2019-01-08 18:48:06
17, 2000-01-02 18:48:07, 2000-01-03 18:48:07
18, 2001-01-02 18:48:07, 2001-01-04 18:48:07
19, 2012-01-02 18:48:07, 2013-01-02 18:48:07
20, 2013-01-02 18:48:07, 2013-01-07 18:48:07
21, 2013-01-07 18:48:07, 2014-01-08 18:48:07
22, 2015-01-02 18:48:07, 2017-01-02 18:48:07
23, 2013-01-02 18:48:07, 2018-01-07 18:48:07
24, 2018-01-07 18:48:07, 2019-01-08 18:48:07
25, 2000-01-02 18:48:08, 2000-01-03 18:48:08
26, 2001-01-02 18:48:08, 2001-01-04 18:48:08
27, 2012-01-02 18:48:08, 2013-01-02 18:48:08
28, 2013-01-02 18:48:08, 2013-01-07 18:48:08
29, 2013-01-07 18:48:08, 2014-01-08 18:48:08
30, 2015-01-02 18:48:08, 2017-01-02 18:48:08
31, 2013-01-02 18:48:08, 2018-01-07 18:48:08
32, 2018-01-07 18:48:08, 2019-01-08 18:48:08
33, 2000-01-02 18:48:09, 2000-01-03 18:48:09
34, 2001-01-02 18:48:09, 2001-01-04 18:48:09
35, 2012-01-02 18:48:09, 2013-01-02 18:48:09
36, 2013-01-02 18:48:09, 2013-01-07 18:48:09
37, 2013-01-07 18:48:09, 2014-01-08 18:48:09
38, 2015-01-02 18:48:09, 2017-01-02 18:48:09
39, 2013-01-02 18:48:09, 2018-01-07 18:48:09
40, 2018-01-07 18:48:09, 2019-01-08 18:48:09
41, 2000-01-02 18:48:10, 2000-01-03 18:48:10
42, 2001-01-02 18:48:10, 2001-01-04 18:48:10
43, 2012-01-02 18:48:10, 2013-01-02 18:48:10
44, 2013-01-02 18:48:10, 2013-01-07 18:48:10
45, 2013-01-07 18:48:10, 2014-01-08 18:48:10
46, 2015-01-02 18:48:10, 2017-01-02 18:48:10
47, 2013-01-02 18:48:10, 2018-01-07 18:48:10
48, 2018-01-07 18:48:10, 2019-01-08 18:48:10
49, 2000-01-02 18:48:11, 2000-01-03 18:48:11
50, 2001-01-02 18:48:11, 2001-01-04 18:48:11
51, 2012-01-02 18:48:11, 2013-01-02 18:48:11
52, 2013-01-02 18:48:11, 2013-01-07 18:48:11
53, 2013-01-07 18:48:11, 2014-01-08 18:48:11
54, 2015-01-02 18:48:11, 2017-01-02 18:48:11
55, 2013-01-02 18:48:11, 2018-01-07 18:48:11
56, 2018-01-07 18:48:11, 2019-01-08 18:48:11
57, 2000-01-02 18:48:12, 2000-01-03 18:48:12
58, 2001-01-02 18:48:12, 2001-01-04 18:48:12
59, 2012-01-02 18:48:12, 2013-01-02 18:48:12
60, 2013-01-02 18:48:12, 2013-01-07 18:48:12
61, 2013-01-07 18:48:12, 2014-01-08 18:48:12
62, 2015-01-02 18:48:12, 2017-01-02 18:48:12
63, 2013-01-02 18:48:12, 2018-01-07 18:48:12
64, 2018-01-07 18:48:12, 2019-01-08 18:48:12
65, 2000-01-02 18:48:13, 2000-01-03 18:48:13
66, 2001-01-02 18:48:13, 2001-01-04 18:48:13
67, 2012-01-02 18:48:13, 2013-01-02 18:48:13
68, 2013-01-02 18:48:13, 2013-01-07 18:48:13
69, 2013-01-07 18:48:13, 2014-01-08 18:48:13
70, 2015-01-02 18:48:13, 2017-01-02 18:48:13
71, 2013-01-02 18:48:13, 2018-01-07 18:48:13
72, 2018-01-07 18:48:13, 2019-01-08 18:48:13
73, 2000-01-02 18:48:14, 2000-01-03 18:48:14
74, 2001-01-02 18:48:14, 2001-01-04 18:48:14
75, 2012-01-02 18:48:14, 2013-01-02 18:48:14
76, 2013-01-02 18:48:14, 2013-01-07 18:48:14
77, 2013-01-07 18:48:14, 2014-01-08 18:48:14
78, 2015-01-02 18:48:14, 2017-01-02 18:48:14
79, 2013-01-02 18:48:14, 2018-01-07 18:48:14
80, 2018-01-07 18:48:14, 2019-01-08 18:48:14
81, 2000-01-02 18:48:15, 2000-01-03 18:48:15
82, 2001-01-02 18:48:15, 2001-01-04 18:48:15
83, 2012-01-02 18:48:15, 2013-01-02 18:48:15
84, 2013-01-02 18:48:15, 2013-01-07 18:48:15
85, 2013-01-07 18:48:15, 2014-01-08 18:48:15
86, 2015-01-02 18:48:15, 2017-01-02 18:48:15
87, 2013-01-02 18:48:15, 2018-01-07 18:48:15
88, 2018-01-07 18:48:15, 2019-01-08 18:48:15
89, 2000-01-02 18:48:16, 2000-01-03 18:48:16
90, 2001-01-02 18:48:16, 2001-01-04 18:48:16
91, 2012-01-02 18:48:16, 2013-01-02 18:48:16
92, 2013-01-02 18:48:16, 2013-01-07 18:48:16
93, 2013-01-07 18:48:16, 2014-01-08 18:48:16
94, 2015-01-02 18:48:16, 2017-01-02 18:48:16
95, 2013-01-02 18:48:16, 2018-01-07 18:48:16
96, 2018-01-07 18:48:16, 2019-01-08 18:48:16
97, 2000-01-02 18:48:17, 2000-01-03 18:48:17
98, 2001-01-02 18:48:17, 2001-01-04 18:48:17
99, 2012-01-02 18:48:17, 2013-01-02 18:48:17
100, 2013-01-02 18:48:17, 2013-01-07 18:48:17
101, 2013-01-07 18:48:17, 2014-01-08 18:48:17
102, 2015-01-02 18:48:17, 2017-01-02 18:48:17
103, 2013-01-02 18:48:17, 2018-01-07 18:48:17
104, 2018-01-07 18:48:17, 2019-01-08 18:48:17
105, 2000-01-02 18:48:18, 2000-01-03 18:48:18
106, 2001-01-02 18:48:18, 2001-01-04 18:48:18
107, 2012-01-02 18:48:18, 2013-01-02 18:48:18
108, 2013-01-02 18:48:18, 2013-01-07 18:48:18
109, 2013-01-07 18:48:18, 2014-01-08 18:48:18
110, 2015-01-02 18:48:18, 2017-01-02 18:48:18
111, 2013-01-02 18:48:18, 2018-01-07 18:48:18
112, 2018-01-07 18:48:18, 2019-01-08 18:48:18
113, 2000-01-02 18:48:19, 2000-01-03 18:48:19
114, 2001-01-02 18:48:19, 2001-01-04 18:48:19
115, 2012-01-02 18:48:19, 2013-01-02 18:48:19
116, 2013-01-02 18:48:19, 2013-01-07 18:48:19
117, 2013-01-07 18:48:19, 2014-01-08 18:48:19
118, 2015-01-02 18:48:19, 2017-01-02 18:48:19
119, 2013-01-02 18:48:19, 2018-01-07 18:48:19
120, 2018-01-07 18:48:19, 2019-01-08 18:48:19
121, 2000-01-02 18:48:20, 2000-01-03 18:48:20
122, 2001-01-02 18:48:20, 2001-01-04 18:48:20
123, 2012-01-02 18:48:20, 2013-01-02 18:48:20
124, 2013-01-02 18:48:20, 2013-01-07 18:48:20
125, 2013-01-07 18:48:20, 2014-01-08 18:48:20
126, 2015-01-02 18:48:20, 2017-01-02 18:48:20
127, 2013-01-02 18:48:20, 2018-01-07 18:48:20
128, 2018-01-07 18:48:20, 2019-01-08 18:48:20
129, 2000-01-02 18:48:21, 2000-01-03 18:48:21
130, 2001-01-02 18:48:21, 2001-01-04 18:48:21
131, 2012-01-02 18:48:21, 2013-01-02 18:48:21
132, 2013-01-02 18:48:21, 2013-01-07 18:48:21
133, 2013-01-07 18:48:21, 2014-01-08 18:48:21
134, 2015-01-02 18:48:21, 2017-01-02 18:48:21
135, 2013-01-02 18:48:21, 2018-01-07 18:48:21
136, 2018-01-07 18:48:21, 2019-01-08 18:48:21
137, 2000-01-02 18:48:22, 2000-01-03 18:48:22
138, 2001-01-02 18:48:22, 2001-01-04 18:48:22
139, 2012-01-02 18:48:22, 2013-01-02 18:48:22
140, 2013-01-02 18:48:22, 2013-01-07 18:48:22
141, 2013-01-07 18:48:22, 2014-01-08 18:48:22
142, 2015-01-02 18:48:22, 2017-01-02 18:48:22
143, 2013-01-02 18:48:22, 2018-01-07 18:48:22
144, 2018-01-07 18:48:22, 2019-01-08 18:48:22
145, 2000-01-02 18:48:23, 2000-01-03 18:48:23
146, 2001-01-02 18:48:23, 2001-01-04 18:48:23
147, 2012-01-02 18:48:23, 2013-01-02 18:48:23
148, 2013-01-02 18:48:23, 2013-01-07 18:48:23
149, 2013-01-07 18:48:23, 2014-01-08 18:48:23
150, 2015-01-02 18:48:23, 2017-01-02 18:48:23
151, 2013-01-02 18:48:23, 2018-01-07 18:48:23
152, 2018-01-07 18:48:23, 2019-01-08 18:48:23
153, 2000-01-02 18:48:24, 2000-01-03 18:48:24
154, 2001-01-02 18:48:24, 2001-01-04 18:48:24
155, 2012-01-02 18:48:24, 2013-01-02 18:48:24
156, 2013-01-02 18:48:24, 2013-01-07 18:48:24
157, 2013-01-07 18:48:24, 2014-01-08 18:48:24
158, 2015-01-02 18:48:24, 2017-01-02 18:48:24
159, 2013-01-02 18:48:24, 2018-01-07 18:48:24
160, 2018-01-07 18:48:24, 2019-01-08 18:48:24
161, 2000-01-02 18:48:25, 2000-01-03 18:48:25
162, 2001-01-02 18:48:25, 2001-01-04 18:48:25
163, 2012-01-02 18:48:25, 2013-01-02 18:48:25
164, 2013-01-02 18:48:25, 2013-01-07 18:48:25
165, 2013-01-07 18:48:25, 2014-01-08 18:48:25
166, 2015-01-02 18:48:25, 2017-01-02 18:48:25
167, 2013-01-02 18:48:25, 2018-01-07 18:48:25
168, 2018-01-07 18:48:25, 2019-01-08 18:48:25
169, 2000-01-02 18:48:26, 2000-01-03 18:48:26
170, 2001-01-02 18:48:26, 2001-01-04 18:48:26
171, 2012-01-02 18:48:26, 2013-01-02 18:48:26
172, 2013-01-02 18:48:26, 2013-01-07 18:48:26
173, 2013-01-07 18:48:26, 2014-01-08 18:48:26
174, 2015-01-02 18:48:26, 2017-01-02 18:48:26
175, 2013-01-02 18:48:26, 2018-01-07 18:48:26
176, 2018-01-07 18:48:26, 2019-01-08 18:48:26
177, 2000-01-02 18:48:27, 2000-01-03 18:48:27
